key,rmsd
ANDR-2QPY,0.23542685976337124
ANDR-2PIR,0.18992988572612235
ANDR-2AX8,1.1371531867162097
ANDR-4OFU,0.23184823754606787
ANDR-2PIO,0.1949531287336718
ANDR-2PIP,0.18976523064586007
ANDR-2AX6,1.1130042927530903
ANDR-1XOW,0.5752340238134512
ANDR-1T7F,0.1893538550175719
ANDR-3B68,3.915236533400046
ANDR-4OKX,2.1333530756623422
ANDR-2PIW,0.27361183525616395
ANDR-1T5Z,0.21437057747236288
ANDR-1XQ3,0.6009457831902751
ANDR-4OIL,1.2178059511027395
ANDR-4OKT,1.9801382597526291
ANDR-3RLJ,1.7582274774422892
ANDR-2YHD,0.2876578748521973
ANDR-2AO6,0.5523144961197046
ANDR-2AMA,0.21150169644663222
ANDR-4OHA,1.125095524720899
ANDR-2YLQ,0.3687883559614247
ANDR-4OEY,0.13988393479531955
ANDR-1Z95,2.07757266900602
ANDR-3ZQT,0.3918263998158236
ANDR-2AMB,1.0668220840027554
ANDR-1T7R,0.18655273712773726
ANDR-3G0W,2.2511196572194363
ANDR-3B66,3.111658267651129
ANDR-4OGH,1.1176841174969525
ANDR-1I38,0.33830412473678056
ANDR-2AX9,1.5897783571536737
ANDR-2PIQ,0.32588347961141784
ANDR-2PIV,0.2935632924305664
ANDR-2YLO,0.3473715741077365
ANDR-4OEA,0.1533154976021955
ANDR-2PIT,0.21456357907436735
ANDR-1T7M,0.20519914143753995
ANDR-3L3Z,0.24946418492976744
ANDR-3L3X,0.19183526761812025
ANDR-2Q7I,0.2957379968685085
ANDR-5T8E,0.38595771574090115
ANDR-5V8Q,2.024266985612207
ANDR-1T74,0.18580794558754402
ANDR-2HVC,1.7717719271017562
ANDR-1XNN,2.1019065937994994
ANDR-4HLW,0.2672854909517757
ANDR-2AXA,1.410067606732311
ANDR-1T65,0.17573615833082418
ANDR-3B65,3.25919414568585
ANDR-1E3G,0.6305317223582564
ANDR-2Q7K,0.2978937526703692
AOFB-1S3B,1.0595818720342565
AOFB-2C64,1.2237954329382557
AOFB-2XFN,1.2116674134014047
BACE1-4RRN,1.7908400081266154
BACE1-2IS0,2.6964676270197683
BACE1-6BFD,3.8971643017561113
BACE1-3WB4,2.2500161114434496
BACE1-4X7I,1.8743335830156627
BACE1-2XFI,3.8452487364526653
BACE1-4I1C,4.383254471103535
BACE1-3OHF,3.9290602478784993
BACE1-2WF0,4.173010651459119
BACE1-4RCF,4.059981924096193
BACE1-1XS7,7.6181980127151006
BACE1-3L5B,1.819226855710613
BACE1-3L5E,2.5175038942682595
BACE1-4JPC,1.327162577653503
BACE1-2Q15,3.184499928810537
BACE1-4B72,3.5359411299080903
BACE1-3UQW,5.63998484299509
BACE1-4L7G,1.231237837587727
BACE1-4J1E,3.313971869873467
BACE1-2VIY,4.185500617521429
BACE1-5KR8,3.267103017984431
BACE1-3L38,3.836697712073971
BACE1-3KN0,1.7774362684498972
BACE1-4EXG,3.1750274478045424
BACE1-2QU2,4.276350682772301
BACE1-4B00,3.7680963393557327
BACE1-4I11,2.8873463863307163
BACE1-3I25,4.188851562302953
BACE1-3IN3,2.2146862636673297
BACE1-4GID,4.414446930195904
BACE1-4J0Y,2.928177482705482
BACE1-4ZSM,3.647365147941593
BACE1-3BUG,2.4188814002627255
BACE1-3IN4,2.9396449874016595
BACE1-3FKT,4.809425402435508
BACE1-4LXM,3.7099412259697
BACE1-3ZOV,3.8352336484116396
BACE1-3KMY,2.412039580969345
BACE1-3H0B,3.1204858865089173
BACE1-2ZJK,4.805508380697743
BACE1-4ZSQ,1.661755097389802
BACE1-4RCE,4.371800347264403
BACE1-4BFD,2.4903331857090625
BACE1-4ZSP,1.9403200260796325
BACE1-2NTR,3.516988877616342
BACE1-5HU0,2.9223069230348493
BACE1-4WY1,1.4077045474845924
BACE1-4DPF,4.180930093695331
BACE1-4IVS,4.104867539931925
BACE1-2VJ6,3.8461824872726234
BACE1-4J0V,3.0068336217024556
BACE1-4D85,3.1445462573676877
BACE1-6BFX,2.6772318747778514
BACE1-5HU1,2.3243751992098094
BACE1-4KE0,2.458552010754343
BACE1-4AZY,3.161859577553042
BACE1-3ZMG,3.2167700518353137
BACE1-5EZX,4.069609260236405
BACE1-3NSH,2.9482973969713724
BACE1-2PH8,3.057379957334626
BACE1-5HE7,0.9394557565637496
BACE1-3KMX,2.4059763539678674
BACE1-3QBH,3.751859838106368
BACE1-4KE1,2.5446860471737223
BACE1-5IE1,2.5859184028827116
BACE1-2OHT,2.671706204873411
BACE1-2VJ7,3.10431851221942
BACE1-2HM1,3.821454655901129
BACE1-4FRI,3.8678199539710025
BACE1-4R8Y,6.572577915739339
BACE1-3BUH,3.3551566642608623
BACE1-5V0N,5.74029346071888
BACE1-3L59,2.7385395559656365
BACE1-4R93,3.0914194706909317
BACE1-4I0E,4.4350557788736245
BACE1-4K9H,4.315861189032767
BACE1-5HDU,1.792525116340747
BACE1-2WJO,4.112388941783918
BACE1-3DUY,2.7546211059684365
BACE1-4FM7,3.7368964749717124
BACE1-2WF2,4.068111064821915
BACE1-4FS4,0.8016273741120323
BACE1-3LPI,2.774127964957379
BACE1-2ZDZ,3.9452246626200593
BACE1-4D88,2.182250819002604
BACE1-4I0H,3.0844146116937217
BACE1-4R5N,1.97778069118906
BACE1-3IVH,3.494956922655636
BACE1-4DJW,1.9847866228598599
BACE1-3VV8,1.9147654017024702
BACE1-3L3A,2.9319133484288367
BACE1-4LXK,3.415914926791099
BACE1-5KQF,3.135075225564622
BACE1-4I0G,2.5393863314568077
BACE1-4IVT,3.2726993899450667
BACE1-1W51,3.076845010517311
BACE1-4H1E,1.8607213804630016
BACE1-3R2F,5.053013858136481
BACE1-3LPK,3.6640430123402856
BACE1-4RRS,2.3227926323858203
BACE1-3BUF,3.438047179058946
BACE1-3IXK,4.450488229588318
BACE1-4J0T,2.9190960068566354
BACE1-4ZPG,5.487931808175683
BACE1-2VNN,3.8074299955762916
BACE1-2OHS,1.5977163254190914
BACE1-4R92,3.707471783128155
BACE1-4I0D,2.817233056635785
BACE1-4PZW,1.3926279463015323
BACE1-3L5D,2.208506547657477
BACE1-3HVG,3.608312063476383
BACE1-2QMD,2.854323726190708
BACE1-2VNM,2.869107779634155
BACE1-3CID,2.9110245938650587
BACE1-1TQF,4.544936274602063
BACE1-2G94,5.038723218362493
BACE1-5HD0,1.539284666419279
BACE1-4I10,3.393110125058671
BACE1-4H3I,1.6245433316472147
BACE1-4I0F,4.5162604591393745
BACE1-3U6A,3.1854415009426984
BACE1-4J1H,3.2353442925698666
BACE1-3SKG,5.676700169024219
BACE1-2ZJN,7.729265356260504
BACE1-4R95,4.15853195424085
BACE1-3K5G,3.053709401738102
BACE1-4FM8,3.20563883938473
BACE1-3S2O,3.2617146865624305
BACE1-2QMG,2.890972190088798
BACE1-2VIE,3.570153282089189
BACE1-4R91,6.277249977082149
BACE1-4RRO,2.034508901295537
BACE1-3DV5,2.408398173167118
BACE1-4H3J,1.8223483184517073
BACE1-5HDX,2.7001438163715368
BACE1-4I0J,4.253463253347461
BACE1-3DV1,2.5711106401527988
BACE1-2QU3,4.395745899861076
BACE1-4J1I,3.2782761653349426
BACE1-3RVI,2.935560737616509
BACE1-4J1F,3.3698008717880077
BACE1-4YBI,0.9633699067620726
BACE1-3K5D,3.4226673033884043
BACE1-2XFK,3.497153200112901
BACE1-4PZX,1.5213910279375917
BACE1-3CIC,2.7736959424851304
BACE1-4DJV,1.8636880163161764
BACE1-3LNK,2.8742799250095277
BACE1-4H3G,1.1322775111561512
BACE1-4JOO,1.3431477882025242
BACE1-4N00,1.7166877435051877
BACE1-3LHG,2.5208205313565277
BACE1-3EXO,5.133642952472977
BACE1-5CLM,2.383430085269754
BACE1-2ZJH,6.605522185210237
BACE1-2OF0,6.09635989281176
BACE1-2VA7,1.5400755713287448
BACE1-4JPE,1.2122839604129607
BACE1-5HTZ,1.1923963092239476
BACE1-4LC7,1.2486586656327483
BACE1-4JP9,1.4656841295822025
BACE1-3VEU,3.049768504651302
BACE1-3HW1,3.006082039200786
BACE1-3CIB,3.389316230448621
BACE1-4J1K,3.223120880868637
BACE1-3INF,3.3487085411686266
BACE1-4DH6,4.297191737147141
